calendarId,title,body,recurrenceRule,start,end,category,location,backgroundColor,color,borderColor
5,Send a reminder to students via Canvas re: in-person lab,,NA,2025-09-29 12:30:00,2025-09-29 12:30:00,allday,,#BDC881,white,NA
5,Sacrifice mice and run schisto lab,,NA,2025-09-30 12:30:00,2025-09-30 12:30:00,allday,,#BDC881,white,NA
5,Remind TA that they'll need to go out and collect H. oregonensis and H. nudus ahead of the arthropods lab (and give them collecting permit to take with them),,NA,2025-10-03 12:30:00,2025-10-03 12:30:00,allday,,#BDC881,white,NA
5,Order termites,,NA,2025-10-28 12:30:00,2025-10-28 12:30:00,allday,,#BDC881,white,NA
5,Ask department collector for wildlife poop for protozo lab,,NA,2025-11-01 12:30:00,2025-11-01 12:30:00,allday,,#BDC881,white,NA
5,Remind students to bring in dog poop for protozoa lab,,NA,2025-11-14 12:30:00,2025-11-14 12:30:00,allday,,#BDC881,white,NA
5,Create a Google doc for grading poster presentations,,NA,2025-11-28 12:30:00,2025-11-28 12:30:00,allday,,#BDC881,white,NA
5,Provide feedback on student preliminary analysis assignment,,NA,2025-10-28 00:00:00,2025-10-31 00:00:00,allday,,#BDC881,white,NA
5,Provide feedback on student introduction sections,,NA,2025-11-04 00:00:00,2025-11-07 00:00:00,allday,,#BDC881,white,NA
5,Provide feedback on student peer review assignment,,NA,2025-11-18 00:00:00,2025-11-21 00:00:00,allday,,#BDC881,white,NA
5,Provide feedback on student second draft assignment,,NA,2025-11-25 00:00:00,2025-12-02 00:00:00,allday,,#BDC881,white,NA
5,Grade student lab notebooks,,NA,2025-12-08 00:00:00,2025-12-12 00:00:00,allday,,#BDC881,white,NA
5,Grade Final Exam,,NA,2025-12-08 12:30:00,2025-12-12 12:30:00,allday,,#BDC881,white,NA
5,Grade Midterm Exam,,NA,2025-11-03 12:30:00,2025-11-07 12:30:00,allday,,#BDC881,white,NA
